ID,kc,ko,ssq_res,res2,res5,res27,res51,res72
ln30-3,-0.039410420314746564,5.8006477043089255,0.74025912260405613,0.60281411744597646,0.071452821078261231,0.24887769582635233,0.55528557320387861,-0.038556211998174938
ln31-4,-0.051687753362448907,5.0130104815325405,0.53867317746641152,0.68846009191797508,-0.14135891194045191,-0.1845079010695958,-0.10195335345244949,-0.016609800733558222
ln32-5,-0.02578656362966197,6.0069826025805266,1.185970696373015,0.73812894747171964,0.50043552385109136,0.1541158287968134,-0.23688810926797466,0.55752396786766512
ln33-6,-0.25029171169354797,3.2625926354377341,5.0563538519255689,0.38423227355929113,-0.16086459997243141,-0.0063412283540360548,-2.1944444440000002,-0.25925925900000002
ln34-7,-0.059912704066840336,3.993559167630508,0.50527528291763157,-0.18588191620756223,-0.46443992273237766,0.35333647977840243,-0.32513833025606331,0.1563878274453776
ln35-8,-0.049019802398075518,4.6751753475771087,0.59513104779062087,0.083635227815303193,-0.47742191265943745,0.37172276145357319,-0.40457960782544422,0.24154097648359263
ln36-9,-0.055460186269315856,3.719046399200459,0.84752895450480759,0.097489109913655558,-0.71874102792814298,0.1141618045572379,-0.53019273593064842,-0.16522381145723508
ln37-0,-0.057164637675242415,4.0686952933222758,0.16802121805955922,0.24911817383432744,-0.26839119979072645,0.14508726684377216,-0.098735683594786572,0.055932702283884583
ln38-1,-0.095675841525147826,2.0228196712803141,3.4380763016629086,-0.39102647661575118,-1.5294484911058093,-0.40269231915277803,0.85113856168721647,0.24364719207681507
ln39-2,-0.051485999744505906,4.9023811229378067,0.29041579183315275,0.35127170289405263,-0.38491225367973492,0.078121752644823239,-0.10561644754565602,0.040108569131661775
ln40-4,0.01328160359518799,7.5673527960512885,3.7617311153800599,1.1400248640915174,0.53668596465206653,-0.62002687394812916,-1.0381256592077968,0.84374426887247433
ln41-5,-0.04817941723700498,5.8271909367706245,0.52175065121029363,-0.13669847057906881,-0.56097436810083812,0.40399175642811347,-0.032196600954121468,-0.1553253917124672
ln42-6,-0.068639136893585126,4.9779981270331222,0.62542129268309699,-0.12194024349454402,-0.43542040041821339,0.45717637639688302,0.096056522045619097,-0.45024865356416782
ln43-7,-0.06549091383624471,3.6952953807737909,0.68118237703196161,0.75682313160511749,-0.097388805210299356,-0.26278055390870581,-0.1321075571692063,-0.11140250870296253
ln44-8,-0.069111824153147594,2.3262708808008794,24.276280137050346,-0.93330819253422925,-2.3628984183039217,-2.3470449702350713,0.47209188916236311,3.4771304513142764
ln45-9,-0.069617948444995081,2.2180237715855586,22.654143901259019,-0.56657670705067376,-1.7996233114660702,-2.0801689713263229,-0.89768167685070033,3.7365164700416127
ln46-0,-0.066459672038877454,2.0358371907470287,10.875766232602246,0.18428507191719751,-1.1169355741447835,-2.0297754167055047,-0.46718523877741269,2.2925989353759784
ln47-1,-0.041100827791395074,5.5636690356189034,0.38090815057746907,0.28358374188878943,-0.42751270274754249,0.205930987704944,-0.17921936794255089,0.20783201716879815
ln48-2,-0.054336548649523878,3.4892648388485954,0.380277870676268,0.071957071488821356,-0.46306622846786283,-0.0017849955108575344,-0.35123412529218978,-0.19313498288198927
ln49-3,-0.058056764419061012,3.4149514101400138,1.4824710692645784,0.5632690380146429,-0.54843761540259051,-0.66798080436580953,-0.44518047031283459,-0.46907487242550827
ln50-5,-0.05294030408107489,5.1324271867933193,0.54739089190244428,-0.098117595146747449,-0.42427510601558005,0.47378601278606336,0.28308807626406596,-0.23052639546465398
ln51-6,-0.078131382140989122,2.0279472238619372,4.4174785188188794,0.11108916883625036,-0.62013148387076877,-1.3091454734741461,-0.71910284522415768,1.3377607728480694
ln52-7,-0.074462924051004936,2.9516533372576816,1.5370023257025653,-0.083180947354494328,-0.95694585845673474,-0.29375715336430197,-0.59427004875935463,-0.41819579586257616
ln53-8,-0.051006817286990067,4.057507563174334,1.2180638869784668,0.8999878552599494,0.10728253484437111,0.10913541120339509,0.57066711601574571,0.24290885080656643
ln54-9,0.019533656929129829,8.5127376903587013,3.7372667357795439,1.1599438026181574,1.0288053828315133,-0.12864683601089588,-0.94569650771303237,0.64997284688511137
ln55-0,-0.080813999751383175,2.0093489945440455,4.3543130996554744,0.17944864386550952,-0.55713028756734095,-1.0911761053081754,-0.10484690280439679,1.6763230478407922
ln56-1,-0.068859036091622791,4.2871334200257207,0.95505470340109222,-0.052018474380836954,-0.77899938460152107,0.30153364562098606,-0.28591105400863359,-0.41574159073735173
ln57-2,-0.075614071138208935,3.9592345757771747,4.4986896455432817,0.73882034484781334,-0.33456599307351498,0.50368630335880393,-0.93837083658716836,-1.6451930040917428
ln58-3,-0.06392285011359819,2.11798320492192,12.250308352037397,-0.16572746123794169,-1.3238791322557346,-1.5653808438665786,-1.3405673672891094,2.4945237523868018
ln59-4,-0.065017318348394929,2.9918957147384884,0.20102250325164217,0.27037509244400593,-0.32851426230253367,0.10310033437947297,-0.09289949241551998,-0.027169789493831864
ln60-6,-0.058580462719731198,2.1934854611607708,24.875437531757228,-0.60841216359420591,-2.144187051696461,-2.7878081690499998,-0.22850498555999188,3.47615378578644
ln61-7,-0.06698939442265256,5.1179661944283517,1.4539942801445322,0.22374489584372137,-0.74393295627062406,0.60483873625420959,0.66389675470439213,-0.20954107120622217
ln62-8,-0.083312045297447318,2.9654451055917299,2.4935366660481493,-0.62705672491669895,-1.3367298691568914,-0.45534373005441608,-0.27141028847017878,0.18024519272745626
ln63-9,-0.089396917323117706,2.3558040792100279,2.1256942108065449,0.020340743685507867,-1.2546472262885242,-0.34081212110330217,0.17771682039554637,-0.63514142706718735
ln64-0,-0.065609888700633986,3.3129878266345836,1.3748528978355172,0.49123932704294354,-0.013023023572605652,0.76040625249022487,0.57255638274606113,0.47679003975487855
ln65-1,0.029830631710130676,2.0007023831143425,2.9025153653665896,0.4332277951191213,-0.1798011044878185,-0.63610092962766007,0.68911909751154643,1.3427550344346035
ln66-2,-0.055387681797549854,5.6122311890443797,0.67601743526514657,0.66957728737551503,-0.37644014253230118,0.015431866158088781,0.019184185234675244,-0.29218202396796217
ln67-3,-0.063827106243036946,2.1939047635385949,32.168300195182098,-0.24389330186496627,-2.471964249293475,-3.5843419857277281,0.92046245616631328,3.5076274600989388
ln68-4,-0.060347921791693168,5.1521199658490566,1.1894374741132745,0.98491930572529318,-0.12145702772959055,0.23106127662149234,0.27125955662079448,-0.27865492123038232
ln69-5,-0.078757823019837858,2.6608550846715353,1.4703389826033197,0.24662260747041376,-0.70523044665359569,-0.61259932230543956,-0.5872066742082982,-0.438265537404813
ln70-7,-0.082147505504919907,2.5649032297262462,6.6425955222130506,0.31555668143356397,-1.2417387898942152,-1.2483911077188194,-1.5830260865072843,-0.9678080038384409
ln71-8,-0.041499059660582691,5.7906648830060554,0.84740004298321503,0.77558597917704752,-0.12955490360568511,-0.32007046056336463,-0.35162263915575309,0.054757453801430045
ln72-9,-0.069304680738792021,3.2588714712339071,4.17361703085722,0.2179917282355065,-1.0564648389008418,-0.9664644914787317,-1.0775881212495255,-0.95641461150330098
ln73-0,-0.074380062039176839,3.0347112264628819,1.0016064205154891,0.30896852955290122,-0.73736456044111787,-0.13618044216753056,-0.5276258202620312,-0.25593798903398213
ln74-1,-0.058885715541772528,4.6854970619896577,0.49594824402037824,-0.19764270341952606,-0.59571977853316582,0.11738664501024232,-0.12610726163325126,-0.26892542722174378
ln75-2,-0.054372577863763337,5.0331209817608631,1.0847139444972977,0.24240402478854528,-0.61127849957269964,0.12866469906614242,-0.79466375771533926,-0.065174662344479717
ln76-3,-0.082179096061505114,2.5944284682775258,0.7260728535129739,0.63535500882115237,0.060573044390434649,0.22708209203485374,0.45775380726232218,0.24004780354347077
ln77-4,-0.081897144200385741,2.0837121477196723,9.7162298387285695,0.1852568200966645,-1.4116696845515566,-1.9103503286928358,-0.86973571705464625,1.8119657433839538
ln78-5,-0.087738476895726336,2.1635260678889887,4.2892536744951171,0.56241651774722179,-0.046616005108025993,-1.5227370191953744,-1.027763832468386,-0.77184309167722454
ln79-6,-0.095605905160007734,2.0479207017168495,6.8419725595078225,0.083070231648124992,-1.5574882698981303,-1.319508708346028,-1.2374074033819307,-1.0663122769180067
ln80-8,-0.095131386498184631,2.1389116468796754,2.4839386912814296,0.15985165950962144,-1.2155178103845761,-0.69769959549099436,-0.38906205508530523,-0.58544733547590555
ln81-9,-0.054421354958399712,4.3477620098314596,0.36898589668322984,-0.024617844278151502,-0.47468894390757876,0.3200903022097048,-0.1872978699037251,0.074242651616582167
ln82-0,-0.083452784419728213,3.0768389563958918,5.9742385533078384,0.21687673639780525,-1.2594917942852462,-1.2475820519060488,1.6686578506230854,0.0018590215828821477
ln83-1,-0.039795413495672012,5.9444728361704655,0.074479751900038582,0.045874869858093748,-0.15252697788273029,0.15066935821330674,0.099403772018681114,0.12856284003377871
ln84-2,-0.053838689614738228,5.9029457073893958,0.54358264691663771,0.49957492823070226,-0.41938650396229926,0.24064882100150964,0.0023085752769378409,-0.24536771125186951
ln85-3,-0.06856847282274349,2.241831878630915,30.461295801011222,-0.8047967159265923,-2.4326918699383877,-3.1277783010100348,1.3304594926819484,3.5131878331572217
ln86-4,-0.050542598943939497,5.0608362298057115,0.3562704570503214,-0.14405685619120701,-0.37135441191742435,-0.059687162928882209,-0.43809883902815727,-0.046052467987861501
ln87-5,-0.056078709387926619,3.4036383182723924,1.6873649201219287,0.73589926078450896,0.4187210315760832,0.1726568000400972,0.84446886790572151,0.47702395783916951
ln88-6,-0.039506615137258193,5.5845500035580731,0.11503345660235632,-0.09635828452976436,-0.15506005270856393,0.19462300013184741,-0.10827020218520111,0.1791769203812513
ln89-7,-0.056877919877631126,3.7192465335487528,0.69347889243172345,0.31015001696575606,-0.67797416857973936,-0.24637025380576727,0.0094090450205426279,-0.27721842301326038
ln90-9,-0.022409175799789818,7.2539507263501033,3.5592075028312751,1.3028186000018833,0.47392743635502121,-0.76989723470356797,0.99345696883454737,-0.23992807768211988
ln91-0,-0.073247802340376519,4.4049964621560944,1.457857589308488,0.20979736349511113,-0.890359480677271,-0.23084447013923359,0.42878253477615091,-0.61964426828960828
ln92-1,-0.049364241962832969,5.2264423823154162,1.5715880095587149,1.1788649394520789,0.021965561143897805,-0.27876463925993189,0.29637710412705021,-0.12583269154134147
ln93-2,-0.080712029235953414,2.0147546390401514,10.209010053953964,0.41430737901055564,-0.63731632877889743,-1.4245707971689052,-1.9809026286886002,1.917761759508021
ln94-3,-0.027723272702187648,7.123531380064219,0.4289557101171898,0.52171297707796271,0.078339554758375396,-0.34737960393521927,0.069798399513455678,-0.15839756317907389
N2,-0.048042802203321633,6.2482124861558797,2.5913401283624697,1.426187081543238,0.42795954333327479,-0.11558229396282726,0.54845891470126018,-0.2449790159965376
LSJ2,-0.095072098892417731,2.0604238149772396,6.735239613017713,0.3295189775017649,-1.1092909159957487,-1.8571877965163432,-1.0319067142198906,-0.93922975985213331
