ID,Week1-0to14,Week1-14to20,Week1-36to42,Week2-0to14,Week2-14to20,Week2-36to42,Week3-0to14,Week3-14to20,Week3-36to42,Week3-60to66,Week3-88to94,Week4-0to14,Week4-14to20,Week4-36to42,Week4-60to66,Week4-88to94,Week5-0to14,Week5-14to20,Week5-36to42,Week5-60to66,Week5-88to94,Avg-0to14,Avg-14-20,Avg-36to42,Avg-60to66,Avg-88to94,kc,ko,ssq_res,res2,res5,res27,res51,res72
ln1-1,1.027777778,2.194444444,5.416666667,0.611111111,3.25,5.722222222,1.361111111,2.916666667,5.722222222,2.472222222,0.583333333,0.555555556,2.833333333,6.027777778,2.583333333,0.388888889,1.166666667,3,5.666666667,3.833333333,0.472222222,0.944444444,2.838888889,5.711111111,2.962962963,0.481481481,-3.47611304788298E-009,2.9127901304,14.2707566923,-0.0612187345,-1.1408758406,-3.0129412286,-0.3586156253,1.938811817
ln2-2,0.138888889,1.916666667,4.583333333,1.166666667,2.555555556,6.777777778,1.027777778,2.555555556,4.805555556,2.166666667,0.416666667,0.75,3.166666667,7.111111111,2.361111111,0.194444444,1.027777778,3.166666667,6,5.25,0.444444444,0.822222222,2.672222222,5.855555556,3.259259259,0.351851852,-3.51174309836618E-009,2.3299192724,19.3390092404,-0.115322883,-1.3104178036,-3.6625419392,-1.1033315747,1.7253872125
ln3-3,0.861111111,3.277777778,5.388888889,1.916666667,3.444444444,5.305555556,0.805555556,2.833333333,5.333333333,4,0.527777778,1.972222222,4.027777778,6.722222222,1.916666667,0.222222222,0.833333333,3.611111111,5.222222222,6.888888889,0.111111111,1.277777778,3.438888889,5.594444444,4.268518519,0.287037037,-3.4142779618558E-009,3.8989968559,12.525846381,-0.0966816386,-1.1760725633,-2.0895045807,-1.0453047257,2.382154698
ln4-4,0.944444444,2.527777778,4.361111111,2.166666667,2.583333333,5.055555556,1.166666667,2.888888889,5.111111111,3.638888889,0.5,1.694444444,4.027777778,6.111111111,3.361111111,0.055555556,0.666666667,3.861111111,5.611111111,5.5,0.222222222,1.327777778,3.177777778,5.25,4.166666667,0.259259259,-3.36456436593484E-009,4.6693994597,7.0360256797,0.0855969796,-0.4772861443,-1.1610281533,-0.6147605353,2.2527716007
ln5-5,0.444444444,2.305555556,5.166666667,1.527777778,3.333333333,4.916666667,0.888888889,2.666666667,5.305555556,4.944444444,0.583333333,0.805555556,3.277777778,5.861111111,3.138888889,0.305555556,1,4.083333333,6.611111111,4.555555556,0.333333333,0.933333333,3.133333333,5.572222222,4.212962963,0.407407407,-3.5024646055781E-009,2.4827768263,20.2730849721,-0.1801725038,-1.6831858203,-3.2448233064,-1.9344705268,1.7710036211
ln6-6,0.4,2.2,4.733333333,1.305555556,3.083333333,4.75,1.138888889,2.833333333,4.777777778,4.305555556,0.472222222,0.583333333,2.916666667,5.75,4.416666667,0.138888889,0.722222222,3.111111111,5.666666667,5.166666667,0.222222222,0.83,2.828888889,5.135555556,4.62962963,0.277777778,-3.89970176090548E-009,2.2460869409,20.9145128367,-0.1484780894,-1.5155869931,-3.0168011555,-2.5422870113,1.7410200172
ln7-7,0.222222222,1.777777778,4.305555556,0.944444444,2.527777778,4.027777778,0.055555556,1.611111111,4.111111111,3.416666667,2.388888889,0.472222222,2.805555556,5.722222222,5.666666667,3.138888889,0.138888889,2.555555556,5.805555556,6.5,2.638888889,0.366666667,2.255555556,4.794444444,5.194444444,2.722222222,-3.52528914139438E-009,2.1038322976,20.0338718761,0.2717826281,-1.0246418867,-2.8025871646,-3.2255798185,-0.807003781
ln8-8,0.111111111,1.388888889,2.527777778,1.055555556,1.75,3.472222222,0.833333333,2.138888889,3.333333333,2.944444444,2.805555556,0.527777778,2.611111111,4.444444444,4.333333333,1.722222222,0.083333333,0.861111111,4.944444444,4.027777778,1.916666667,0.522222222,1.75,3.744444444,3.768518519,2.148148148,-0.0184068463,3.5413330757,1.1792187276,0.5701318973,0.3916996364,-0.160201219,-0.3343385816,0.7505284967
ln9-9,0.416666667,1.944444444,4,0.166666667,1.833333333,4.5,0.75,2.5,4.527777778,4.5,1.083333333,0.361111111,2.694444444,5.472222222,4.805555556,0.861111111,0.277777778,1.777777778,4.027777778,4.138888889,1.472222222,0.394444444,2.15,4.505555556,4.481481481,1.138888889,-3.51855865391259E-009,2.2150861134,13.2276096055,0.2776919213,-0.8546434822,-2.4143606277,-2.419737159,0.857797273
ln10-1,0.138888889,1.222222222,2.055555556,2.055555556,2.388888889,3.277777778,1.416666667,2.666666667,3.833333333,3.166666667,3.083333333,0.416666667,2.472222222,4.166666667,3.805555556,2.194444444,0.555555556,2.833333333,5.333333333,5.166666667,2.166666667,0.916666667,2.316666667,3.733333333,4.046296296,2.481481481,-3.50890807201224E-009,2.3767074501,6.7167675288,-0.1956056354,-0.9278082676,-1.4990453213,-1.8525046402,-0.3725150539
ln11-2,0.333333333,1.694444444,3.527777778,0.694444444,1.305555556,3.111111111,0.444444444,1.916666667,4.416666667,5.388888889,3.583333333,0.5,2.25,4.861111111,5.972222222,2.722222222,0.194444444,1.888888889,4.583333333,5.472222222,2.25,0.433333333,1.811111111,4.1,5.611111111,2.851851852,-0.0978444519,2.0706790009,0.2131934925,0.2582496404,-0.3023494603,-0.0919018193,-0.1918745711,-0.0991141978
ln12-3,0.194444444,1.444444444,5.083333333,0.638888889,2.055555556,3.916666667,0.111111111,1.75,4.083333333,4.194444444,2.611111111,0.305555556,2.138888889,5.861111111,5.388888889,1.75,1.416666667,3.75,5.361111111,2.555555556,0.083333333,0.533333333,2.227777778,4.861111111,4.046296296,1.481481481,-8.64394316057751E-009,4.2733242583,3.5175869589,0.760668621,0.2480853996,-1.0670723823,-0.6445096408,1.1503858901
ln13-4,0.833333333,2,4.5,1.916666667,2.75,5.472222222,0.805555556,2.722222222,5.472222222,4.25,0.25,0.5,3.555555556,6.527777778,2.277777778,0.361111111,0.861111111,4.25,6.722222222,4.361111111,0.527777778,0.983333333,3.055555556,5.738888889,3.62962963,0.37962963,-2.4380364836655E-007,9.0368935493,9.0698417352,1.7400554653,2.0679822567,0.739255997,-1.086615581,-0.195615053
ln14-5,0.083333333,1.638888889,4.25,1.527777778,2.194444444,3.888888889,0.416666667,2.111111111,4.694444444,4.5,2.722222222,0.055555556,2.444444444,5.166666667,5.138888889,1.916666667,0.666666667,2.944444444,5.5,4.666666667,0.583333333,0.55,2.266666667,4.7,4.768518519,1.740740741,-0.0669607292,3.2800334549,0.3083043679,0.511137582,-0.0545700554,-0.0049060501,0.1963155826,0.0741685373
ln15-6,0.444444444,1.777777778,5.027777778,1.111111111,2.416666667,4.25,0.555555556,2.333333333,4.777777778,4.666666667,2.527777778,0.388888889,2.805555556,5.194444444,5.694444444,1.972222222,0.5,2.666666667,5.638888889,6.111111111,3.666666667,0.6,2.4,4.977777778,5.490740741,2.722222222,-0.0749076843,2.8464432575,0.9824960789,0.3285319791,-0.4410068162,-0.5714595822,-0.4605935402,-0.3759831676
ln16-7,0.305555556,2.416666667,5.166666667,0.916666667,3.388888889,5.777777778,0.5,2.972222222,6.638888889,4.555555556,0.138888889,0.916666667,3.861111111,7.277777778,2.75,0.083333333,0.805555556,4.055555556,6.472222222,3.888888889,0.222222222,0.688888889,3.338888889,6.266666667,3.731481481,0.148148148,-0.0761013735,4.5303906881,0.8747759667,0.78807776,-0.2388439245,0.34341583,0.2396421229,-0.1459459191
ln17-8,0.416666667,2.25,3.055555556,0.805555556,2.666666667,4.305555556,0.361111111,2.583333333,5.555555556,4.416666667,2.638888889,0.694444444,3.916666667,7.25,3,0.083333333,0.611111111,2.861111111,5.555555556,5.305555556,1.083333333,0.577777778,2.855555556,5.144444444,4.240740741,1.268518519,-0.0473334298,4.283076266,0.7288495863,0.7800218726,-0.1050936078,-0.039916272,0.318945494,0.077789853
ln18-9,1.5,2.527777778,5.083333333,1.583333333,2.555555556,4.861111111,1.25,3.833333333,5.833333333,4.166666667,0.5,0.055555556,3.138888889,7.638888889,2.888888889,0.333333333,0.666666667,4.416666667,7.861111111,4.333333333,0.194444444,1.011111111,3.294444444,6.255555556,3.796296296,0.342592593,-3.48981918536763E-009,2.6898750118,22.7487509082,-0.1952958488,-1.7248015625,-3.7482267256,-1.3572109019,1.9607256287
ln19-0,0.361111111,2.055555556,3.75,0.861111111,2.25,3.722222222,0.611111111,2.527777778,4.361111111,3.805555556,2.75,0.416666667,2.75,5.305555556,4.722222222,1,0.555555556,2.75,4.666666667,4.111111111,1.722222222,0.561111111,2.466666667,4.361111111,4.212962963,1.824074074,-0.0508018477,3.7469784074,0.7102330239,0.6314350505,-0.0354990375,0.3097941564,0.3473915589,0.305956377
ln20-2,0.916666667,2.75,3.666666667,1.555555556,3.083333333,4.833333333,1.166666667,2.944444444,5.083333333,5.25,0.194444444,0.861111111,4.055555556,6.305555556,3.916666667,0.25,1.5,4.138888889,5.861111111,5.833333333,0.222222222,1.2,3.394444444,5.15,5,0.222222222,-3.44888607742866E-009,3.3509172522,16.4697943583,-0.1843709225,-1.4448862717,-2.0856429532,-2.0964289399,2.3671046776
ln21-3,1.444444444,2.444444444,4.138888889,1.277777778,3.083333333,4.611111111,1.305555556,2.944444444,5,4.694444444,0.638888889,1.305555556,3.666666667,6.527777778,4.805555556,0.388888889,0.5,4.638888889,6.555555556,6.361111111,0.25,1.166666667,3.355555556,5.366666667,5.287037037,0.425925926,-3.47500418975922E-009,2.930754738,20.9695664699,-0.2780097026,-1.6472085756,-2.6532474856,-2.6697344293,2.0029420463
ln22-4,0.805555556,1.972222222,4.361111111,2.166666667,3.527777778,4.916666667,1.333333333,3.444444444,5.75,4.194444444,0.361111111,0.888888889,3.833333333,7.444444444,4.888888889,0.25,1.527777778,4.944444444,6.527777778,4.916666667,0.25,1.344444444,3.544444444,5.8,4.666666667,0.287037037,-3.42154070043474E-009,3.7847878077,15.4631547638,-0.1978133423,-1.3467754192,-2.3852060802,-1.5045968142,2.3784871236
ln23-5,2.166666667,3.055555556,4.861111111,2.5,2.861111111,4.472222222,2.027777778,3.472222222,5.111111111,3.888888889,0.25,1.138888889,4.361111111,6.638888889,0.944444444,0.222222222,1.194444444,4.5,5.333333333,4.138888889,0.111111111,1.805555556,3.65,5.283333333,2.990740741,0.194444444,-2.28901954371934E-009,11.6687992295,17.9749412434,1.701699945,2.8864042559,1.7867706505,-1.876605517,-0.1833886261
ln24-6,0.638888889,1.916666667,3.527777778,1.472222222,2.527777778,3.138888889,0.916666667,2.055555556,3.611111111,3.444444444,2.861111111,0.583333333,2.833333333,5.083333333,4.361111111,2.75,0.638888889,3.305555556,4.583333333,3.361111111,1.916666667,0.85,2.527777778,3.988888889,3.722222222,2.509259259,-3.51737346914507E-009,2.2367743815,7.9909064886,-0.1712974189,-1.2198660919,-1.8784077023,-1.642556063,-0.4970759344
ln25-7,0.638888889,2.166666667,3.611111111,1.833333333,2.583333333,4.25,0.638888889,2.75,4.472222222,4.027777778,2.777777778,1.083333333,3.25,6.083333333,5.333333333,1.194444444,1.055555556,3.444444444,6.027777778,5.944444444,2.361111111,1.05,2.838888889,4.888888889,5.101851852,2.111111111,-0.0566831994,3.6395002614,0.4221619821,0.1151622718,-0.4448975211,-0.1340580215,-0.3778129387,-0.2241688185
ln26-8,0.111111111,1.777777778,3.305555556,1.055555556,2.75,3.527777778,0.166666667,1.527777778,2.861111111,2.972222222,2.388888889,0.25,2.333333333,5.972222222,5.527777778,1.888888889,0.055555556,2.75,5.388888889,6.111111111,4.194444444,0.327777778,2.227777778,4.211111111,4.87037037,2.824074074,-0.0735037355,2.7615565518,0.4382716876,0.5718961094,-0.3324924408,0.0254229136,-0.0024463674,-0.0017306597
ln27-9,0.666666667,2.277777778,4,1.638888889,2.138888889,3.916666667,0.611111111,2.694444444,4.472222222,4.527777778,4,1.138888889,3.083333333,6.361111111,5.861111111,2.583333333,0.333333333,3,5.388888889,5.666666667,2.333333333,0.877777778,2.638888889,4.827777778,5.351851852,2.972222222,-3.5248311993878E-009,2.1129057093,22.5160208281,-0.2365808193,-1.4027170834,-2.8277936707,-3.3753540927,-1.0502394168
ln28-0,1.027777778,2.361111111,5.194444444,1.166666667,3.388888889,5.416666667,0.472222222,2.583333333,4.916666667,3.972222222,0.333333333,0.555555556,3.277777778,7.083333333,4.333333333,0.472222222,1.138888889,4.333333333,7.666666667,5.972222222,0.25,0.872222222,3.188888889,6.055555556,4.759259259,0.351851852,-3.51834887754194E-009,2.2206067111,29.2604532705,-0.198414445,-1.8903363059,-3.9594489841,-2.6929472473,1.6487912225
ln29-1,0.166666667,2.027777778,4.722222222,1.027777778,2.583333333,3.944444444,0.222222222,2.305555556,4.555555556,4.222222222,3.694444444,0.305555556,2.75,6.694444444,4.305555556,0.888888889,0.305555556,3.361111111,5.638888889,5.444444444,2.25,0.405555556,2.605555556,5.111111111,4.657407407,2.277777778,-3.52615943330366E-009,2.089430576,19.2083754158,0.2285324227,-1.3829887231,-3.1321622423,-2.700679269,-0.3733386043
ln30-3,1.194444444,2.527777778,5.333333333,2.111111111,3,4.138888889,1.222222222,3.583333333,5.25,3.361111111,0.527777778,0.472222222,3.388888889,7.972222222,2.083333333,0.277777778,0.138888889,3.888888889,6.777777778,4.666666667,0.166666667,1.027777778,3.277777778,5.894444444,3.37037037,0.324074074,-3.4666543496962E-009,3.065698074,16.7616281187,-0.098329556,-1.4918603029,-3.0671111496,-0.6575658232,2.1648899829
ln31-4,0.694444444,2.166666667,5.472222222,0.861111111,2.833333333,5.388888889,0.777777778,3.055555556,5.722222222,4.277777778,0.166666667,0.583333333,3.305555556,7.333333333,4.333333333,0.333333333,0.777777778,4.277777778,7.166666667,4.694444444,0.277777778,0.738888889,3.127777778,6.216666667,4.435185185,0.259259259,-0.0780533718,4.180295442,0.5332007984,0.6270756373,-0.2494393539,0.08692684,0.08528104,-0.2508541825
ln32-5,0,1.972222222,4.416666667,2.25,2.583333333,4.694444444,0.944444444,2.277777778,5.361111111,3.777777778,0.166666667,0.694444444,2.805555556,7.361111111,3.527777778,0.277777778,0.75,4.666666667,6.166666667,5.222222222,0.138888889,0.927777778,2.861111111,5.6,4.175925926,0.194444444,-3.49917543046543E-009,2.5367791886,19.8452068076,-0.158276833,-1.3797826032,-3.2254431979,-1.8549345509,2.0179418248
ln33-6,0.277777778,2.277777778,4.777777778,1.833333333,3.388888889,5.5,0.722222222,3.083333333,6.111111111,2.972222222,0.361111111,0.777777778,4.527777778,7.527777778,1.916666667,0.277777778,0.166666667,3.583333333,7.416666667,1.694444444,0.138888889,0.755555556,3.372222222,6.266666667,2.194444444,0.259259259,-3.51705262593656E-009,2.2420903849,24.5871754126,-0.0752435758,-2.0612335206,-4.1514621947,-0.1103948458,1.7567028247
ln34-7,0.777777778,2.305555556,3.694444444,1.75,2.527777778,4.833333333,1.666666667,2.694444444,4.972222222,4.583333333,0.944444444,1.166666667,3.277777778,6.027777778,5.083333333,0.194444444,1.305555556,3.694444444,5.583333333,6.111111111,0.638888889,1.333333333,2.9,5.022222222,5.259259259,0.592592593,-6.88432111926424E-007,3.1502265299,15.7068638551,-0.3783384944,-1.065538333,-2.1240971621,-2.4882967383,1.9300110072
ln35-8,0.777777778,2.361111111,4.138888889,1.944444444,2.777777778,4.722222222,1.111111111,3.277777778,5.222222222,5.972222222,0.305555556,1.138888889,3.75,6.222222222,4.333333333,0.583333333,1.25,4.083333333,5.861111111,4.583333333,0.361111111,1.244444444,3.25,5.233333333,4.962962963,0.416666667,-3.44456075150196E-009,3.4199523757,14.9591970363,-0.2079633829,-1.2608978857,-2.1123876468,-2.0156084846,2.1911699286
