ln1-1 	[-0.35988437 -1.4108484  -0.53718546  1.22559038  1.45832226] 	6.03735378189
ln2-2 	[-0.23766215 -1.24418173 -0.68162991  0.92929409  1.58795189] 	5.4542695077
ln3-3 	[-0.6932177  -2.0108484  -0.4205188  -0.07996517  1.6527667 ] 	7.438930323
ln4-4 	[-0.7432177  -1.74973729 -0.07607435  0.02188668  1.68054448] 	6.4444492122
ln5-5 	[-0.34877326 -1.70529284 -0.39829658 -0.02440962  1.53239633] 	5.53714097303
ln6-6 	[-0.24543992 -1.4008484   0.03837009 -0.44107628  1.66202596] 	4.98096784002
ln7-7 	[ 0.21789341 -0.82751506  0.3794812  -1.0058911  -0.78241848] 	2.50026028162
ln8-8 	[ 0.06233785 -0.32195951  1.4294812   0.42003483 -0.20834441] 	2.37079709062
ln9-9 	[ 0.19011563 -0.72195951  0.66837009 -0.29292813  0.80091485] 	1.73135955425
ln10-1 	[-0.33210659 -0.88862617  1.44059231  0.14225705 -0.54167774] 	3.28890932487
ln11-2 	[ 0.15122674 -0.38307062  1.07392565 -1.42255776 -0.91204811] 	4.17843127248
ln12-3 	[ 0.05122674 -0.79973729  0.31281454  0.14225705  0.45832226] 	0.970353201553
ln13-4 	[-0.39877326 -1.62751506 -0.56496324  0.55892372  1.56017411] 	5.87354783566
ln14-5 	[ 0.03456008 -0.83862617  0.47392565 -0.57996517  0.199063  ] 	1.30507945795
ln15-6 	[-0.01543992 -0.97195951  0.19614787 -1.30218739 -0.78241848] 	3.29128835307
ln16-7 	[-0.10432881 -1.9108484  -1.09274102  0.45707187  1.79165559] 	8.27525348711
ln17-8 	[ 0.0067823  -1.42751506  0.0294812  -0.05218739  0.67128522] 	2.49206177145
ln18-9 	[-0.42655104 -1.86640395 -1.08162991  0.39225705  1.59721115] 	7.54028180183
ln19-0 	[ 0.02344896 -1.03862617  0.81281454 -0.02440962  0.11572967] 	1.75395084004
ln20-2 	[-0.61543992 -1.96640395  0.02392565 -0.81144665  1.71758152] 	7.85461518435
ln21-3 	[-0.58210659 -1.92751506 -0.19274102 -1.09848369  1.51387781] 	7.58980396256
ln22-4 	[-0.75988437 -2.11640395 -0.62607435 -0.47811332  1.6527667 ] 	8.40878916108
ln23-5 	[-1.22099548 -2.22195951 -0.10940769  1.19781261  1.7453593 ] 	10.9209381731
ln24-6 	[-0.26543992 -1.09973729  1.18503676  0.46633112 -0.56945552] 	3.22593687444
ln25-7 	[-0.46543992 -1.4108484   0.28503676 -0.91329851 -0.17130737] 	3.1518338513
ln26-8 	[ 0.2567823  -0.79973729  0.96281454 -0.68181702 -0.88427033] 	2.87933718115
ln27-9 	[-0.2932177  -1.2108484   0.34614787 -1.16329851 -1.03241848] 	4.09110014221
ln28-0 	[-0.28766215 -1.7608484  -0.88162991 -0.57070591  1.58795189] 	6.80790432331
ln29-1 	[ 0.17900452 -1.17751506  0.06281454 -0.46885406 -0.33797404] 	1.75658058944
ln30-3 	[-0.4432177  -1.84973729 -0.7205188   0.81818298  1.61572967] 	7.41712303459
ln31-4 	[-0.15432881 -1.69973729 -1.04274102 -0.24663184  1.68054448] 	6.88529007728
ln32-5 	[-0.3432177  -1.43307062 -0.42607435  0.01262742  1.7453593 ] 	5.39946767075
ln33-6 	[-0.17099548 -1.94418173 -1.09274102  1.9941089   1.68054448] 	11.8038650601
ln34-7 	[-0.74877326 -1.47195951  0.15170342 -1.07070591  1.34721115] 	5.71172914107
ln35-8 	[-0.65988437 -1.82195951 -0.05940769 -0.77440962  1.52313707] 	6.67816990104
ln36-9 	[-0.38210659 -1.53862617  0.40170342 -1.15403925  0.06943337] 	4.0113691706
ln37-0 	[-0.33210659 -1.30529284 -0.0205188  -0.77440962  1.13424818] 	3.70073440834
ln38-1 	[-0.40988437 -1.45529284  0.70170342 -0.63552073 -0.21760367] 	3.22950809583
ln39-2 	[-0.45988437 -1.87751506 -0.6705188  -0.33922443  1.66202596] 	7.06355542048
ln40-4 	[-0.2932177  -1.89973729 -0.83718546 -0.30218739  1.54165559] 	6.86387706562
ln41-5 	[-1.20432881 -2.56418173 -0.9705188   0.52188668  1.71758152] 	12.1897945507
ln42-6 	[-0.97877326 -2.0908484  -1.20607435  0.65151631  1.48610004] 	9.41722627467
ln43-7 	[ 0.27344896 -0.95529284 -0.36496324 -1.06144665  1.06943337] 	3.39091364833
ln44-8 	[-1.02432881 -2.39529284 -0.77829658  0.34596075  1.47684078] 	9.69317039676
ln45-9 	[-0.62655104 -1.76640395 -0.3705188  -0.88552073  1.62498893] 	7.07476926804
ln46-0 	[ 0.17900452 -0.9608484   0.03503676  0.01262742  0.27313707] 	1.03126314683
ln47-1 	[-0.69877326 -2.22751506 -0.65385213 -0.06144665  1.80091485] 	9.12470002915
ln48-2 	[-0.34099548 -1.1408484   0.58725898 -0.84848369 -0.57871478] 	2.81752145989
ln49-3 	[ 0.16789341 -1.19973729 -0.13162991 -1.06144665 -0.69908515] 	3.10027322745
ln50-5 	[-0.97655104 -2.0608484  -0.54829658  0.27188668  1.56017411] 	8.00944279685
ln51-6 	[ 0.10122674 -0.49418173  0.42392565 -0.89477999 -1.0046407 ] 	2.24410955667
ln52-7 	[-0.35988437 -1.39973729  0.18503676 -1.72811332 -0.07871478] 	5.11559149502
ln53-8 	[ 0.32900452 -0.88862617  0.20725898  0.0404052   0.75461856] 	1.51193848166
ln54-9 	[-0.50988437 -1.81640395 -0.58718546  0.01262742  1.62498893] 	6.54484061547
ln55-0 	[ 0.17344896 -0.42751506  0.58503676 -0.42255776 -0.66204811] 	1.17198444723
ln56-1 	[-0.70988437 -2.01640395 -0.64829658 -0.79292813  1.45832226] 	7.74554800302
ln57-2 	[ 0.16789341 -1.4108484  -0.40940769 -1.67255776  0.25461856] 	5.04857613332
ln58-3 	[-0.1932177  -1.2108484   0.45170342 -0.86700221  0.54165559] 	2.75260651735
ln59-4 	[-0.00988437 -0.75529284  0.90170342 -0.76515036 -0.71760367] 	2.48404413433
ln60-6 	[-0.65432881 -2.0608484  -0.73162991  0.38299779  1.70832226] 	8.27557688578
ln61-7 	[-0.67099548 -2.47195951 -1.10385213  1.33670149  1.72684078] 	12.548058228
ln62-8 	[-0.91543992 -1.82751506 -0.39274102 -1.81144665  1.63424818] 	10.2841931811
ln63-9 	[-0.0932177  -1.37751506  0.4294812  -1.33922443 -0.38427033] 	4.03187716203
ln64-0 	[ 0.11789341 -0.63862617  1.12392565 -0.32070591  0.79165559] 	2.41452196646
ln65-1 	[ 0.49011563  0.2391516   2.95170342  3.33670149  1.80091485] 	23.3868310963
ln66-2 	[-0.34877326 -2.3108484  -1.53162991  0.67003483  1.62498893] 	10.8970889557
ln67-3 	[-0.2932177  -2.40529284 -1.6705188   1.28114594  1.53239633] 	12.6516167647
ln68-4 	[ 0.09011563 -1.82195951 -1.16496324  0.56818298  1.63424818] 	7.67839565452
ln69-5 	[ 0.05122674 -0.98307062  0.11281454 -1.73737258 -0.56945552] 	4.32452220769
ln70-7 	[ 0.14567119 -1.47195951 -0.51496324 -2.84848369 -0.97686293] 	11.5211925399
ln71-8 	[-0.27099548 -2.0608484  -1.3705188  -0.05218739  1.77313707] 	9.34559504477
ln72-9 	[-0.1432177  -1.66640395 -0.68718546 -2.10774295 -0.3472333 ] 	7.8327886065
ln73-0 	[ 0.00817119 -1.23168173  0.2294812  -1.70033554  0.34258152] 	4.57827132848
ln74-1 	[-0.95710659 -2.00945951 -0.76357435 -0.43644665  1.50924818] 	8.00534209888
ln75-2 	[-0.60988437 -2.19973729 -0.8705188  -0.86700221  1.72684078] 	9.70227794894
ln76-3 	[ 0.4567823  -0.18862617  0.91281454 -0.83922443  0.36572967] 	1.91551611332
ln77-4 	[ 0.1567823  -1.33307062 -0.39274102 -1.40403925 -0.29167774] 	4.01230558237
ln78-5 	[ 0.5067823  -0.03862617 -0.35385213 -2.13552073 -1.86575182] 	8.42501022275
ln79-6 	[ 0.0567823  -1.49973729 -0.25940769 -2.76515036 -1.37501107] 	11.8564404576
ln80-8 	[ 0.1067823  -1.21640395  0.21281454 -2.03366888 -0.42130737] 	5.84964005529
ln81-9 	[-0.68210659 -1.6608484  -0.0205188  -0.73737258  1.33795189] 	5.55794139845
ln82-0 	[-0.10432881 -1.82195951 -1.35940769  0.14225705  1.64350744] 	7.89976399572
ln83-1 	[-1.04099548 -2.15751506 -0.9405188   0.48484964  1.85647041] 	10.30468
ln84-2 	[-0.59877326 -2.5108484  -1.45940769  0.94781261  1.68054448] 	12.5153383706
ln85-3 	[-0.87099548 -2.4108484  -1.4205188   1.36447927  1.43054448] 	12.4969579724
ln86-4 	[-0.99877326 -1.94973729 -0.90940769 -0.56144665  1.63424818] 	8.6120353178
ln87-5 	[ 0.34567119 -0.21640395  0.79614787  0.31818298  0.04165559] 	0.903146263478
ln88-6 	[-1.08210659 -1.95529284 -0.61496324  0.00336816  1.71758152] 	8.32240217658
ln89-7 	[-0.17099548 -1.50529284 -0.01496324 -0.66329851  0.09721115] 	2.74478480453
ln90-9 	[-0.11543992 -2.10529284 -1.98162991  1.92003483  1.45832226] 	14.1856789705
ln91-0 	[-0.48766215 -2.22751506 -1.54274102  0.2904052   1.31017411] 	9.38057896383
ln92-1 	[ 0.27900452 -1.64418173 -1.2205188   0.2904052   1.59721115] 	6.90626184605
ln93-2 	[ 0.4067823  -0.5108484   0.24614787 -2.30218739 -0.41204811] 	5.95687714065
ln94-3 	[-0.87099548 -2.47751506 -1.69274102  1.05892372  1.62498893] 	13.5239946263
N2 	[ 0.24011563 -1.81501506 -1.78996324  1.58207187  1.67128522] 	11.8520492861
LSJ2 	[ 0.29983785 -1.05807062 -0.79829658 -2.53829851 -1.27778885] 	9.92239724863
