Week1-0to14,1.027777778,0.138888889,0.861111111,0.944444444,0.444444444,0.4,0.222222222,0.111111111,0.416666667,0.138888889,0.333333333,0.194444444,0.833333333,0.083333333,0.444444444,0.305555556,0.416666667,1.5,0.361111111,0.916666667,1.444444444,0.805555556,2.166666667,0.638888889,0.638888889,0.111111111,0.666666667,1.027777778,0.166666667,1.194444444,0.694444444,0,0.277777778,0.777777778,0.777777778,0.722222222,0.527777778,0.833333333,1.388888889,0.611111111,0.833333333,1.566666667,0.416666667,0.766666667,1.444444444,0.333333333,1.194444444,0.766666667,0.138888889,0.777777778,0.638888889,0.916666667,0.222222222,0.055555556,0.25,0.833333333,0.5,0.277777778,0.833333333,1.138888889,1.055555556,1.75,0.75,0.472222222,0.194444444,0.333333333,1.444444444,0.083333333,0.694444444,0.611111111,0.833333333,0.527777778,0.777777778,1.388888889,1.416666667,0.194444444,0.916666667,0.277777778,0.527777778,0.75,1.5,0.888888889,2.1,1.5,1.361111111,2.388888889,0.305555556,2.694444444,0.555555556,0.75,0.611111111,0.861111111,0.222222222,1.194444444,0.180555556,0.208333333
Week1-14to20,2.194444444,1.916666667,3.277777778,2.527777778,2.305555556,2.2,1.777777778,1.388888889,1.944444444,1.222222222,1.694444444,1.444444444,2,1.638888889,1.777777778,2.416666667,2.25,2.527777778,2.055555556,2.75,2.444444444,1.972222222,3.055555556,1.916666667,2.166666667,1.777777778,2.277777778,2.361111111,2.027777778,2.527777778,2.166666667,1.972222222,2.277777778,2.305555556,2.361111111,1.916666667,2.083333333,2.138888889,2.305555556,2.472222222,2.766666667,2.566666667,1.611111111,3.533333333,2.305555556,2.083333333,2.638888889,2.066666667,1.972222222,2.527777778,1.527777778,2.5,1.916666667,1.944444444,2.166666667,2.416666667,2.527777778,1.805555556,2.444444444,2.833333333,2.805555556,2.277777778,1.777777778,1.944444444,1.555555556,2.805555556,3.388888889,1.472222222,1.722222222,2.388888889,2.472222222,2.083333333,1.916666667,2.444444444,2.916666667,1.777777778,2.305555556,1.527777778,2.555555556,1.833333333,2.027777778,2.666666667,3.066666667,2.944444444,3.055555556,3,2.222222222,2.722222222,2.166666667,2.694444444,2.277777778,2.666666667,1.472222222,2.916666667,1.722222222,1.763888889
Week1-36to42,5.416666667,4.583333333,5.388888889,4.361111111,5.166666667,4.733333333,4.305555556,2.527777778,4,2.055555556,3.527777778,5.083333333,4.5,4.25,5.027777778,5.166666667,3.055555556,5.083333333,3.75,3.666666667,4.138888889,4.361111111,4.861111111,3.527777778,3.611111111,3.305555556,4,5.194444444,4.722222222,5.333333333,5.472222222,4.416666667,4.777777778,3.694444444,4.138888889,4.222222222,4.666666667,4.583333333,6.138888889,5.638888889,5,4.566666667,4.333333333,4.4,4.194444444,3.916666667,4.361111111,3.433333333,3.805555556,5,4.305555556,4.833333333,3.222222222,4.277777778,5,5.138888889,4.138888889,4.25,3.527777778,5.083333333,4.75,3.555555556,3.5,3.805555556,1.861111111,5.111111111,5.416666667,3.527777778,4.472222222,4.722222222,4.694444444,4.388888889,4.25,4.222222222,4.75,3.277777778,4.805555556,4.138888889,4.972222222,4.722222222,4.333333333,4.972222222,5.766666667,4.944444444,5.194444444,5.277777778,5.388888889,5.194444444,4.055555556,5.472222222,5.138888889,3.166666667,2.944444444,5.111111111,4.833333333,4.361111111
Week2-0to14,0.611111111,1.166666667,1.916666667,2.166666667,1.527777778,1.305555556,0.944444444,1.055555556,0.166666667,2.055555556,0.694444444,0.638888889,1.916666667,1.527777778,1.111111111,0.916666667,0.805555556,1.583333333,0.861111111,1.555555556,1.277777778,2.166666667,2.5,1.472222222,1.833333333,1.055555556,1.638888889,1.166666667,1.027777778,2.111111111,0.861111111,2.25,1.833333333,1.75,1.944444444,1.944444444,1.194444444,1.305555556,2.527777778,1.583333333,2.611111111,2.277777778,0.5,1.916666667,1.888888889,0.75,1.027777778,1.166666667,0.611111111,2.361111111,1.194444444,1.222222222,0.361111111,1.444444444,1.055555556,1.777777778,0.583333333,1.5,1.25,1.25,1.444444444,1.75,1.111111111,0.972222222,0.111111111,1.25,0.861111111,0.861111111,0.694444444,0.666666667,1.472222222,0.694444444,0.861111111,2.472222222,1.555555556,0.083333333,0.361111111,0.111111111,1.25,0.694444444,1.833333333,1.027777778,2.305555556,1.5,2.111111111,2.361111111,0.694444444,2.055555556,1,0.972222222,1.694444444,0.305555556,0.416666667,1.694444444,0.583333333,0.694444444
Week2-14to20,3.25,2.555555556,3.444444444,2.583333333,3.333333333,3.083333333,2.527777778,1.75,1.833333333,2.388888889,1.305555556,2.055555556,2.75,2.194444444,2.416666667,3.388888889,2.666666667,2.555555556,2.25,3.083333333,3.083333333,3.527777778,2.861111111,2.527777778,2.583333333,2.75,2.138888889,3.388888889,2.583333333,3,2.833333333,2.583333333,3.388888889,2.527777778,2.777777778,2.527777778,2.638888889,2.194444444,3.333333333,3.25,3.25,3.055555556,2.416666667,3.361111111,2.916666667,2.055555556,2.833333333,1.694444444,2.222222222,3.25,2.694444444,2.555555556,1.972222222,2.527777778,2.138888889,2.972222222,2.083333333,2.388888889,1.75,2.305555556,3.25,2.75,2.944444444,2.111111111,1.444444444,3.166666667,3.111111111,3.222222222,2.111111111,2.583333333,2.805555556,2.777777778,2.305555556,2.888888889,3.083333333,1.694444444,2.694444444,1.916666667,2.555555556,1.972222222,2.916666667,2.805555556,3.194444444,3.555555556,3.277777778,2.916666667,2.222222222,3.111111111,2.75,3.388888889,3.222222222,2.861111111,1.833333333,2.916666667,3.208333333,2.263888889
Week2-36to42,5.722222222,6.777777778,5.305555556,5.055555556,4.916666667,4.75,4.027777778,3.472222222,4.5,3.277777778,3.111111111,3.916666667,5.472222222,3.888888889,4.25,5.777777778,4.305555556,4.861111111,3.722222222,4.833333333,4.611111111,4.916666667,4.472222222,3.138888889,4.25,3.527777778,3.916666667,5.416666667,3.944444444,4.138888889,5.388888889,4.694444444,5.5,4.833333333,4.722222222,3.222222222,4.027777778,2.527777778,4.611111111,5.277777778,4.638888889,5.583333333,4.305555556,4.694444444,4.777777778,4.277777778,4.694444444,3.194444444,3.666666667,5.638888889,3.805555556,3.888888889,3.722222222,3.972222222,3.722222222,4.777777778,4.111111111,3.416666667,2.666666667,3.888888889,5.361111111,4.333333333,3.472222222,3.5,2.333333333,5.416666667,5.083333333,5.583333333,3.638888889,4.027777778,5.194444444,5.111111111,3.305555556,4.361111111,4.861111111,2.805555556,4.638888889,4.472222222,3.638888889,2.777777778,3.833333333,5.361111111,4.444444444,4.555555556,4.972222222,4.638888889,3.694444444,3.888888889,4.277777778,5.944444444,5.277777778,4.805555556,3.027777778,5.277777778,5.638888889,3.194444444
Week3-0to14,1.361111111,1.027777778,0.805555556,1.166666667,0.888888889,1.138888889,0.055555556,0.833333333,0.75,1.416666667,0.444444444,0.111111111,0.805555556,0.416666667,0.555555556,0.5,0.361111111,1.25,0.611111111,1.166666667,1.305555556,1.333333333,2.027777778,0.916666667,0.638888889,0.166666667,0.611111111,0.472222222,0.222222222,1.222222222,0.777777778,0.944444444,0.722222222,1.666666667,1.111111111,0.444444444,1.194444444,1.138888889,0.5,1.361111111,2.222222222,1.027777778,0.222222222,1.833333333,0.472222222,0.194444444,1.944444444,0.472222222,0.861111111,1.388888889,0.388888889,0.833333333,0.277777778,1.055555556,0.722222222,1.25,0.583333333,0.833333333,0.333333333,1.25,1.388888889,1.583333333,0.777777778,0.416666667,0.083333333,1.555555556,1.194444444,0.805555556,0.694444444,0.333333333,1.361111111,0.916666667,,,0.722222222,0.361111111,0.5,0,0.444444444,0.194444444,1,0.75,1.972222222,1.083333333,1.138888889,1.694444444,0.083333333,1.361111111,0.638888889,0.694444444,1.805555556,0.25,0,1.416666667,0.583333333,0.319444444
Week3-14to20,2.916666667,2.555555556,2.833333333,2.888888889,2.666666667,2.833333333,1.611111111,2.138888889,2.5,2.666666667,1.916666667,1.75,2.722222222,2.111111111,2.333333333,2.972222222,2.583333333,3.833333333,2.527777778,2.944444444,2.944444444,3.444444444,3.472222222,2.055555556,2.75,1.527777778,2.694444444,2.583333333,2.305555556,3.583333333,3.055555556,2.277777778,3.083333333,2.694444444,3.277777778,2.694444444,2.777777778,2.861111111,3.25,3.361111111,3.833333333,3.138888889,2.472222222,3.25,3.25,2.333333333,3.388888889,2.361111111,2.944444444,3.5,2.138888889,2.472222222,2.277777778,3.027777778,2.388888889,2.944444444,2.5,2.722222222,2.194444444,3.638888889,3.361111111,2.888888889,2.25,2.305555556,0.916666667,3.944444444,3.583333333,3.416666667,2.194444444,2.694444444,3.722222222,2.694444444,,,3.027777778,2.75,2.833333333,1.333333333,2.888888889,2.027777778,2.694444444,3,3.472222222,3.583333333,3.333333333,3.166666667,1.083333333,2.722222222,2.777777778,3.583333333,4.027777778,2.861111111,1.666666667,3.333333333,3.513888889,2.430555556
Week3-36to42,5.722222222,4.805555556,5.333333333,5.111111111,5.305555556,4.777777778,4.111111111,3.333333333,4.527777778,3.833333333,4.416666667,4.083333333,5.472222222,4.694444444,4.777777778,6.638888889,5.555555556,5.833333333,4.361111111,5.083333333,5,5.75,5.111111111,3.611111111,4.472222222,2.861111111,4.472222222,4.916666667,4.555555556,5.25,5.722222222,5.361111111,6.111111111,4.972222222,5.222222222,4.305555556,5.444444444,4.472222222,5.527777778,5.416666667,5.305555556,5.833333333,5.194444444,5.472222222,5.944444444,4.333333333,5.333333333,4.083333333,4.361111111,5.833333333,4.527777778,3.694444444,4.444444444,5.444444444,4.611111111,4.666666667,5.388888889,4.583333333,4.194444444,5.5,5.972222222,5.333333333,4.666666667,5.055555556,2.027777778,6.666666667,6.527777778,6.972222222,4.055555556,5.805555556,6.444444444,5.194444444,,,5.277777778,4.027777778,5.25,5.5,5.555555556,3.972222222,4.416666667,6.194444444,5.888888889,6.527777778,5.888888889,5.583333333,2.5,4.694444444,4.444444444,7.305555556,6,7.111111111,4.416666667,5.916666667,7.319444444,4.777777778
Week3-60to66,2.472222222,2.166666667,4,3.638888889,4.944444444,4.305555556,3.416666667,2.944444444,4.5,3.166666667,5.388888889,4.194444444,4.25,4.5,4.666666667,4.555555556,4.416666667,4.166666667,3.805555556,5.25,4.694444444,4.194444444,3.888888889,3.444444444,4.027777778,2.972222222,4.527777778,3.972222222,4.222222222,3.361111111,4.277777778,3.777777778,2.972222222,4.583333333,5.972222222,4.25,5.138888889,4.611111111,3.777777778,4.444444444,3.916666667,4.361111111,5.055555556,3.361111111,4.555555556,3.805555556,4,3.583333333,3.638888889,3.305555556,4.5,3.777777778,3.944444444,3.472222222,4.277777778,5.194444444,5.138888889,4.111111111,3.972222222,4.444444444,2,4.638888889,4,5.527777778,1.055555556,2.055555556,3.138888889,2.555555556,3.694444444,5.277777778,4.861111111,5.166666667,,,5.222222222,3.944444444,5.027777778,5.277777778,5.694444444,3.305555556,4.444444444,3.222222222,3.277777778,3.5,3.361111111,4.416666667,2.583333333,3.083333333,3.722222222,2.194444444,2.861111111,3.416666667,3.916666667,4.25,2.888888889,4.25
